label,text
Legitimate Mail,Yes. Nigh you cant aha.
Legitimate Mail,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.
Legitimate Mail,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
Legitimate Mail,Sos! Any amount i can get pls.
Legitimate Mail,"Playin space poker, u?"
Legitimate Mail,How come guoyang go n tell her? Then u told her?
Legitimate Mail,You need to get up. Now.
Legitimate Mail,They r giving a second chance to rahul dengra.
Legitimate Mail,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
Legitimate Mail,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
Legitimate Mail,Y ü wan to go there? C doctor?
Legitimate Mail,Does daddy have a bb now.
Phishing Mail,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
Legitimate Mail,She's borderline but yeah whatever.
Legitimate Mail,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
Legitimate Mail,"Until 545 lor... Ya, can go 4 dinner together..."
Legitimate Mail,I will be gentle princess! We will make sweet gentle love...
Legitimate Mail,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
Legitimate Mail,"Sorry, went to bed early, nightnight"
Legitimate Mail,I like to think there's always the possibility of being in a pub later.
Legitimate Mail,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
Legitimate Mail,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
Legitimate Mail,Hi dude hw r u da realy mising u today
Legitimate Mail,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
Phishing Mail,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
Legitimate Mail,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
Legitimate Mail,I knew it... U slept v late yest? Wake up so late...
Legitimate Mail,Haha... dont be angry with yourself... Take it as a practice for the real thing. =)
Legitimate Mail,Where is that one day training:-)
Legitimate Mail,So i could kiss and feel you next to me...
Legitimate Mail,Have a nice day my dear.
Legitimate Mail,I sent lanre fakeye's Eckankar details to the mail box
Legitimate Mail,Your dad is back in ph?
Phishing Mail,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
Legitimate Mail,If you ask her or she say any please message.
Legitimate Mail,"If e timing can, then i go w u lor..."
Legitimate Mail,Love you aathi..love u lot..
Legitimate Mail,I was just callin to say hi. Take care bruv!
Phishing Mail,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
Legitimate Mail,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
Legitimate Mail,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
Legitimate Mail,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place"
Phishing Mail,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
Legitimate Mail,WOT U UP 2 J?
Legitimate Mail,"Night night, see you tomorrow"
Legitimate Mail,Roger that. We‘re probably going to rem in about 20
Legitimate Mail,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
Legitimate Mail,I wish u were here. I feel so alone
Phishing Mail,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
Legitimate Mail,Reason is if the team budget is available at last they buy the unsold players for at base rate..
Legitimate Mail,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
Phishing Mail,ringtoneking 84484
Legitimate Mail,Huh i cant thk of more oredi how many pages do we have?
Legitimate Mail,His frens go then he in lor. Not alone wif my mum n sis lor.
Legitimate Mail,Nationwide auto centre (or something like that) on Newport road. I liked them there
Legitimate Mail,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
Legitimate Mail,"Whatever, juliana. Do whatever you want."
Legitimate Mail,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
Phishing Mail,Ringtone Club: Gr8 new polys direct to your mobile every week !
Legitimate Mail,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
Legitimate Mail,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
Phishing Mail,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
Legitimate Mail,I am on the way to ur home
Legitimate Mail,"Dizzamn, aight I'll ask my suitemates when I get back"
Legitimate Mail,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
Legitimate Mail,I love to cuddle! I want to hold you in my strong arms right now...
Legitimate Mail,R u in this continent?
Legitimate Mail,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
Phishing Mail,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
Phishing Mail,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
Legitimate Mail,K...k...when will you give treat?
Phishing Mail,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
Legitimate Mail,He's just gonna worry for nothing. And he won't give you money its no use.
Legitimate Mail,Did you get any gift? This year i didnt get anything. So bad
Legitimate Mail,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
Legitimate Mail,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
Legitimate Mail,", ow u dey.i paid 60,400thousad.i told  u would call ."
Legitimate Mail,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
Legitimate Mail,I'm reaching home in 5 min.
Legitimate Mail,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
Legitimate Mail,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel
Phishing Mail,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
Phishing Mail,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
Legitimate Mail,Discussed with your mother ah?
Legitimate Mail,Ok.
Legitimate Mail,"Sorry, I can't text &amp; drive coherently, see you in twenty"
Phishing Mail,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
Legitimate Mail,In which place i can get rooms cheap:-)
Legitimate Mail,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
Legitimate Mail,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI
Phishing Mail,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
Legitimate Mail,University of southern california.
Legitimate Mail,We have to pick rayan macleran there.
Legitimate Mail,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
Legitimate Mail,Well. Balls. Time to make calls
Legitimate Mail,Wat time ü wan today?
Legitimate Mail,&lt;#&gt;  in mca. But not conform.
Legitimate Mail,Oh ok.. Wat's ur email?
Legitimate Mail,"Yes, princess. Are you going to make me moan?"
Legitimate Mail,Lol its ok I didn't remember til last nite
Legitimate Mail,"[…] anyway, many good evenings to u! s"
Legitimate Mail,"Cool, I'll text you in a few"
Legitimate Mail,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
Legitimate Mail,I'm very happy for you babe ! Woo hoo party on dude!
Legitimate Mail,I am taking you for italian food. How about a pretty dress with no panties? :)
Legitimate Mail,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
Phishing Mail,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
Legitimate Mail,How are you holding up?
Legitimate Mail,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....
Legitimate Mail,Hope you are not scared!
Legitimate Mail,I cant pick the phone right now. Pls send a message
Legitimate Mail,I'm at home n ready...
Phishing Mail,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
Legitimate Mail,What time do u get out?
Legitimate Mail,I am literally in bed and have been up for like  &lt;#&gt;  hours
Legitimate Mail,"Yes, my reg is  Ciao!"
Legitimate Mail,If You mean the website. Yes.
Phishing Mail,Win a £1000 cash prize or a prize worth £5000
Phishing Mail,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
Legitimate Mail,Lol or I could just starve and lose a pound by the end of the day.
Legitimate Mail,Yeah that's the impression I got
Legitimate Mail,Ok ok take care. I can understand.
Legitimate Mail,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
Legitimate Mail,"Ya ok, then had dinner?"
Legitimate Mail,I was slept that time.you there?
Legitimate Mail,dont make ne plans for nxt wknd coz she wants us to come down then ok
Legitimate Mail,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
Legitimate Mail,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
Legitimate Mail,Noice. Text me when you're here
Legitimate Mail,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
Phishing Mail,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
Phishing Mail,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
Legitimate Mail,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
Legitimate Mail,Hi dear we saw dear. We both are happy. Where you my battery is low
Legitimate Mail,How are you. Its been ages. How's abj
Legitimate Mail,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
Legitimate Mail,Dont kick coco when he's down
Legitimate Mail,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
Phishing Mail,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7"
Phishing Mail,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
Legitimate Mail,Hope youre not having too much fun without me!! see u tomorrow love jess x
Legitimate Mail,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
Legitimate Mail,I've reached home n i bathe liao... U can call me now...
Phishing Mail,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
Legitimate Mail,Was the actual exam harder than NBME
Legitimate Mail,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
Legitimate Mail,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
Phishing Mail,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
Legitimate Mail,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
Legitimate Mail,Gam gone after outstanding innings.
Legitimate Mail,O i played smash bros  &lt;#&gt;  religiously.
Legitimate Mail,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
Legitimate Mail,Hurry home. Soup is DONE!
Legitimate Mail,No no. I will check all rooms befor activities
Legitimate Mail,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
Legitimate Mail,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
Phishing Mail,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
Legitimate Mail,Lemme know when you're here
Phishing Mail,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
Legitimate Mail,He needs to stop going to bed and make with the fucking dealing
Legitimate Mail,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
Phishing Mail,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
Legitimate Mail,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
Legitimate Mail,I remain unconvinced that this isn't an elaborate test of my willpower
Legitimate Mail,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
Legitimate Mail,how are you? I miss you!
Legitimate Mail,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
Legitimate Mail,"Hey , is * rite u put »10 evey mnth is that all?"
Legitimate Mail,i am going to bed now prin
Legitimate Mail,I think just yourself …Thanks and see you tomo
Legitimate Mail,If u dun drive then how i go 2 sch.
Legitimate Mail,I not at home now lei...
Phishing Mail,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
Legitimate Mail,Ok then i will come to ur home after half an hour
Phishing Mail,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
Legitimate Mail,Do u hav any frnd by name ashwini in ur college?
Legitimate Mail,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
Legitimate Mail,K then 2marrow are you coming to class.
Phishing Mail,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
Legitimate Mail,Pls send me your address sir.
Legitimate Mail,I want to lick your pussy now...
Legitimate Mail,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
Phishing Mail,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
Legitimate Mail,"I'll see, but prolly yeah"
Legitimate Mail,Thought we could go out for dinner. I'll treat you! Seem ok?
Legitimate Mail,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
Legitimate Mail,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
Legitimate Mail,What you doing?how are you?
Legitimate Mail,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
Legitimate Mail,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
Legitimate Mail,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
Legitimate Mail,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
Legitimate Mail,Yunny... I'm goin to be late
Legitimate Mail,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
Legitimate Mail,"Cool, want me to go to kappa or should I meet you outside mu"
Legitimate Mail,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
Legitimate Mail,May b approve panalam...but it should have more posts..
Phishing Mail,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
Legitimate Mail,"Sorry, I'll call later"
Legitimate Mail,I dont thnk its a wrong calling between us
Legitimate Mail,Me i'm not workin. Once i get job...
Legitimate Mail,And by when you're done I mean now
Legitimate Mail,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
Legitimate Mail,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
Phishing Mail,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
Legitimate Mail,Is it your yahoo boys that bring in the perf? Or legal.
Legitimate Mail,No need to say anything to me. I know i am an outsider
Legitimate Mail,have you ever had one foot before?
Legitimate Mail,Just got to  &lt;#&gt;
Legitimate Mail,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her"
Legitimate Mail,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
Legitimate Mail,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
Legitimate Mail,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
Legitimate Mail,Infact happy new year. How are you where are you when are we seeing
Phishing Mail,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
Legitimate Mail,That's a shame! Maybe cld meet for few hrs tomo?
Legitimate Mail,Lol I would but despite these cramps I like being a girl.
Legitimate Mail,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.
Legitimate Mail,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
Phishing Mail,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
Legitimate Mail,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
Legitimate Mail,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
Legitimate Mail,Ü comin to fetch us oredi...
Legitimate Mail,What's nannys address?
Phishing Mail,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
Legitimate Mail,Haf u eaten? Wat time u wan me 2 come?
Phishing Mail,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
Legitimate Mail,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
Legitimate Mail,This single single answers are we fighting? Plus i said am broke and you didnt reply
Legitimate Mail,It certainly puts things into perspective when something like this happens
Legitimate Mail,Now got tv 2 watch meh? U no work today?
Legitimate Mail,i felt so...not any conveying reason.. Ese he... What about me?
Phishing Mail,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
Legitimate Mail,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
Legitimate Mail,I told that am coming on wednesday.
Legitimate Mail,"Its ok, called mom instead have fun"
Phishing Mail,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
Legitimate Mail,Well if I'm that desperate I'll just call armand again
Legitimate Mail,Are you at work right now ?
Phishing Mail,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
Legitimate Mail,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
Legitimate Mail,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
Legitimate Mail,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
Legitimate Mail,"Sorry, I'll call later"
Legitimate Mail,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.
Legitimate Mail,And pls pls drink plenty plenty water
Legitimate Mail,How are you doing. How's the queen. Are you going for the royal wedding
Legitimate Mail,He's in lag. That's just the sad part but we keep in touch thanks to skype
Legitimate Mail,Ok lor then we go tog lor...
Legitimate Mail,Two teams waiting for some players
Legitimate Mail,Can ü send me a copy of da report?
Legitimate Mail,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
Legitimate Mail,"Ok da, i already planned. I wil pick you."
Phishing Mail,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
Legitimate Mail,"Sorry, I'll call later in meeting"
Legitimate Mail,I just really need shit before tomorrow and I know you won't be awake before like 6
Legitimate Mail,I'm good. Have you registered to vote?
Legitimate Mail,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
Legitimate Mail,Dear got bus directly to calicut
Legitimate Mail,Mm umma ask vava also to come tell him can play later together
Legitimate Mail,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
Legitimate Mail,"Sorry, I'll call later"
Legitimate Mail,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
Legitimate Mail,&lt;#&gt;  w jetton ave if you forgot
Legitimate Mail,Ok i'm coming home now.
Legitimate Mail,Can not use foreign stamps in this country.
Phishing Mail,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
Legitimate Mail,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
Phishing Mail,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
Phishing Mail,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
Phishing Mail,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP"
Legitimate Mail,I will come tomorrow di
Legitimate Mail,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
Legitimate Mail,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
Legitimate Mail,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.
Legitimate Mail,How are you enjoying this semester? Take care brother.
Phishing Mail,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
Legitimate Mail,"Get the door, I'm here"
Legitimate Mail,"Lets use it next week, princess :)"
Legitimate Mail,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..
Legitimate Mail,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
Legitimate Mail,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
Legitimate Mail,Oi when you gonna ring
Phishing Mail,Missed call alert. These numbers called but left no message. 07008009200
Legitimate Mail,I attended but nothing is there.
Legitimate Mail,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.
Legitimate Mail,No dear i was sleeping :-P
Legitimate Mail,Er mw im filled tuth is aight
Legitimate Mail,Will be office around 4 pm. Now i am going hospital.
Legitimate Mail,Actually i'm waiting for 2 weeks when they start putting ad.
Legitimate Mail,Anything lor if they all go then i go lor...
Legitimate Mail,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
Legitimate Mail,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
Legitimate Mail,Yo you around? A friend of mine's lookin to pick up later tonight
Legitimate Mail,Stupid auto correct on my phone
Legitimate Mail,Double eviction this week - Spiral and Michael and good riddance to them!
Legitimate Mail,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
Legitimate Mail,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
Legitimate Mail,Buy one egg for me da..please:)
Legitimate Mail,Have you started in skye
Legitimate Mail,Have you bookedthe hut? And also your time off? How are you by the way?
Legitimate Mail,And several to you sir.
Legitimate Mail,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
Legitimate Mail,I'm at home. Please call
Legitimate Mail,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
Legitimate Mail,Now only i reached home. . . I am very tired now. . I will come tomorro
Phishing Mail,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
Phishing Mail,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
Legitimate Mail,Life style garments account no please.
Legitimate Mail,Lol wtf random. Btw is that your lunch break
Legitimate Mail,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
Legitimate Mail,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
Legitimate Mail,Detroit. The home of snow. Enjoy it.
Phishing Mail,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
Legitimate Mail,Okie...
Legitimate Mail,"Aight, I'm chillin in a friend's room so text me when you're on the way"
Legitimate Mail,Is toshiba portege m100 gd?
Legitimate Mail,Well welp is sort of a semiobscure internet thing
Phishing Mail,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
Phishing Mail,"accordingly. I repeat, just text the word ok on your mobile phone and send"
Legitimate Mail,Loosu go to hospital. De dont let it careless.
Legitimate Mail,How much for an eighth?
Legitimate Mail,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
Legitimate Mail,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
Legitimate Mail,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
Legitimate Mail,"How about clothes, jewelry, and trips?"
Phishing Mail,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
